game no.,winner name,KO counts,Damage percentages
1687,postmabone,raki:12 LONG:10 postmabone:15 curt:7 rupa:9 sivad:21 BEEF:2 Thomato:10,raki:1393 LONG:1714 postmabone:2002 curt:828 rupa:1107 sivad:1181 BEEF:1545 Thomato:1446
1688,rupa,raki:15 Thomato:15 sivad:4 rupa:0 postmabone:10 curt:14,raki:843 Thomato:1008 sivad:1137 rupa:718 postmabone:856 curt:817
1689,rupa,BEEF:7 raki:12 LONG:2 rupa:3 postmabone:6,BEEF:792 raki:310 LONG:316 rupa:463 postmabone:945
1690,postmabone,Thomato:6 LONG:3 BEEF:4 postmabone:1,Thomato:0 LONG:195 BEEF:305 postmabone:36
1691,rupa,Thomato:5 raki:16 postmabone:0 sivad:9 LONG:5 curt:0 rupa:7,Thomato:1380 raki:1344 postmabone:735 sivad:601 LONG:616 curt:1121 rupa:684
1692,LONG,BEEF:0 LONG:1 raki:5,BEEF:538 LONG:215 raki:224
1693,rupa,Thomato:4 rupa:2 BEEF:3 curt:1,Thomato:0 rupa:213 BEEF:258 curt:38
1694,sivad,postmabone:12 raki:2 curt:0 Thomato:8 BEEF:2,postmabone:872 raki:995 curt:372 Thomato:0 BEEF:1265
1695,BEEF,LONG:1 raki:1 Thomato:3,LONG:4 raki:150 Thomato:369
1696,curt,Thomato:8 postmabone:9 curt:1 raki:3 rupa:15 BEEF:6,Thomato:832 postmabone:1409 curt:1743 raki:579 rupa:2128 BEEF:733
1697,rupa,sivad:4 curt:6 rupa:4 BEEF:0,sivad:0 curt:310 rupa:341 BEEF:768
1698,LONG,Thomato:0 curt:0,Thomato:76 curt:263
1699,Thomato,LONG:1 postmabone:2,LONG:269 postmabone:152
1700,postmabone,postmabone:8 BEEF:19 rupa:3 Thomato:6 sivad:21 LONG:12 raki:13 curt:5,postmabone:1595 BEEF:2669 rupa:1710 Thomato:687 sivad:117 LONG:1407 raki:816 curt:1789
1701,rupa,raki:7 LONG:7 BEEF:6 postmabone:7,raki:449 LONG:806 BEEF:334 postmabone:162
1702,Thomato,LONG:5 rupa:9 Thomato:10 sivad:5 curt:11,LONG:629 rupa:765 Thomato:1677 sivad:1535 curt:275
1703,sivad,BEEF:0 sivad:0 Thomato:4 raki:9 postmabone:9,BEEF:654 sivad:1083 Thomato:0 raki:378 postmabone:976
1704,LONG,sivad:1 raki:4 rupa:3,sivad:299 raki:160 rupa:65
1705,raki,raki:2 Thomato:12 sivad:14 rupa:6 BEEF:0 postmabone:17 LONG:13,raki:1368 Thomato:452 sivad:0 rupa:701 BEEF:1631 postmabone:457 LONG:1806
1706,BEEF,LONG:1 rupa:1,LONG:269 rupa:34
1707,postmabone,rupa:4 postmabone:3 curt:0,rupa:321 postmabone:0 curt:349
1708,Thomato,postmabone:3 rupa:0 raki:3,postmabone:0 rupa:153 raki:0
1709,LONG,sivad:1 raki:1,sivad:0 raki:84
1710,BEEF,rupa:6 sivad:21 postmabone:12 LONG:10 BEEF:16 Thomato:5 curt:9 raki:0,rupa:1561 sivad:1701 postmabone:1396 LONG:686 BEEF:1316 Thomato:389 curt:1540 raki:618
1711,Thomato,postmabone:6 Thomato:13 raki:15 rupa:4 BEEF:10 LONG:1 curt:15,postmabone:1927 Thomato:2118 raki:1352 rupa:135 BEEF:1124 LONG:1092 curt:1149
1712,Thomato,LONG:2 rupa:7 Thomato:5 raki:6,LONG:561 rupa:802 Thomato:952 raki:572
1713,rupa,postmabone:1 rupa:1 LONG:5,postmabone:397 rupa:195 LONG:241
1714,LONG,postmabone:3 rupa:3 curt:5 BEEF:10 raki:6,postmabone:978 rupa:1190 curt:901 BEEF:1028 raki:477
1715,curt,Thomato:15 raki:15 sivad:9 curt:12 BEEF:9 LONG:12,Thomato:1209 raki:36 sivad:1015 curt:268 BEEF:663 LONG:0
1716,sivad,Thomato:0 LONG:11 raki:4 curt:14 sivad:1 rupa:4 postmabone:15 BEEF:18,Thomato:1912 LONG:1655 raki:815 curt:1829 sivad:1928 rupa:2282 postmabone:727 BEEF:830
1717,BEEF,curt:2 postmabone:3,curt:297 postmabone:9
1718,rupa,BEEF:4 rupa:10 Thomato:1 curt:7 sivad:11,BEEF:940 rupa:737 Thomato:871 curt:1268 sivad:1346
1719,Thomato,Thomato:1 rupa:2,Thomato:162 rupa:168
1720,postmabone,rupa:3 LONG:0 sivad:0 BEEF:10 curt:15 Thomato:11,rupa:1236 LONG:379 sivad:48 BEEF:751 curt:518 Thomato:346
1721,LONG,postmabone:19 rupa:20 sivad:12 raki:0 Thomato:16 curt:3 LONG:20 BEEF:14,postmabone:551 rupa:2510 sivad:1289 raki:1752 Thomato:2810 curt:1807 LONG:479 BEEF:1506
1722,LONG,LONG:3 postmabone:9 rupa:4 BEEF:4,LONG:230 postmabone:350 rupa:162 BEEF:241
1723,Thomato,curt:4 LONG:5 Thomato:0,curt:103 LONG:783 Thomato:484
1724,curt,Thomato:4 curt:4 BEEF:2,Thomato:183 curt:237 BEEF:528
1725,Thomato,rupa:5 curt:3 postmabone:4 BEEF:5,rupa:342 curt:433 postmabone:807 BEEF:3
1726,Thomato,LONG:6 rupa:8 postmabone:7 BEEF:7 sivad:4,LONG:307 rupa:373 postmabone:415 BEEF:921 sivad:635
1727,curt,raki:9 sivad:7 BEEF:4 postmabone:7 curt:9,raki:536 sivad:797 BEEF:256 postmabone:990 curt:372
1728,raki,BEEF:10 raki:21 curt:8 rupa:0 LONG:0 sivad:3 Thomato:16 postmabone:0,BEEF:1533 raki:1126 curt:1622 rupa:2153 LONG:997 sivad:1222 Thomato:1369 postmabone:746
1729,rupa,sivad:1 curt:2 LONG:6,sivad:731 curt:352 LONG:200
1730,raki,raki:2 sivad:5 curt:5 rupa:12 LONG:10,raki:851 sivad:684 curt:862 rupa:1253 LONG:714
1731,curt,raki:0 sivad:4 Thomato:6,raki:274 sivad:504 Thomato:103
1732,rupa,sivad:6 curt:14 LONG:9 raki:13 rupa:0 postmabone:21 BEEF:19 Thomato:21,sivad:908 curt:414 LONG:2089 raki:674 rupa:1671 postmabone:436 BEEF:1261 Thomato:1495
1733,sivad,sivad:3 postmabone:2 BEEF:0 LONG:7 raki:5,sivad:878 postmabone:347 BEEF:813 LONG:269 raki:0
1734,Thomato,BEEF:3 LONG:18 Thomato:17 raki:11 curt:0 postmabone:12 rupa:15,BEEF:824 LONG:872 Thomato:1086 raki:552 curt:893 postmabone:0 rupa:1420
1735,rupa,raki:8 LONG:6 rupa:8 Thomato:9 curt:8 BEEF:12 postmabone:14,raki:1424 LONG:1003 rupa:0 Thomato:1401 curt:882 BEEF:944 postmabone:1118
1736,postmabone,BEEF:9 raki:7 rupa:0 LONG:9 curt:5,BEEF:610 raki:389 rupa:591 LONG:708 curt:563
1737,curt,raki:2 curt:1,raki:169 curt:269
1738,Thomato,BEEF:11 postmabone:10 raki:12 Thomato:12 rupa:9,BEEF:1631 postmabone:750 raki:312 Thomato:342 rupa:1204
1739,BEEF,sivad:2 LONG:2 postmabone:0,sivad:291 LONG:184 postmabone:659
1740,curt,LONG:16 curt:8 BEEF:5 postmabone:18 rupa:8 raki:7 Thomato:4 sivad:5,LONG:1599 curt:453 BEEF:1569 postmabone:1513 rupa:1579 raki:0 Thomato:977 sivad:240
1741,postmabone,BEEF:3 rupa:0 LONG:13 curt:3 raki:1 postmabone:2,BEEF:971 rupa:1239 LONG:581 curt:1666 raki:893 postmabone:765
1742,raki,postmabone:2 BEEF:1,postmabone:181 BEEF:207
1743,BEEF,postmabone:5 LONG:21 raki:6 sivad:14 rupa:21 Thomato:12 BEEF:0 curt:2,postmabone:1394 LONG:0 raki:511 sivad:870 rupa:1358 Thomato:644 BEEF:2072 curt:548
1744,BEEF,postmabone:3 rupa:12 sivad:5 LONG:0 curt:2,postmabone:359 rupa:636 sivad:629 LONG:1183 curt:1313
1745,curt,curt:4 raki:12 LONG:11 BEEF:9 Thomato:13 postmabone:12 sivad:10 rupa:5,curt:1934 raki:1341 LONG:904 BEEF:0 Thomato:492 postmabone:239 sivad:2260 rupa:1280
1746,LONG,curt:5 LONG:7 raki:6 BEEF:7 Thomato:0,curt:0 LONG:707 raki:595 BEEF:748 Thomato:1392
1747,BEEF,sivad:6 curt:3 BEEF:7 postmabone:3,sivad:135 curt:910 BEEF:0 postmabone:653
1748,raki,sivad:13 LONG:17 rupa:18 Thomato:8 raki:8 BEEF:15 curt:11,sivad:335 LONG:1261 rupa:1589 Thomato:470 raki:573 BEEF:507 curt:1190
1749,Thomato,postmabone:2 BEEF:3 rupa:3,postmabone:617 BEEF:332 rupa:445
1750,LONG,rupa:1 BEEF:2,rupa:395 BEEF:61
1751,Thomato,raki:3 sivad:4 BEEF:4,raki:354 sivad:339 BEEF:144
1752,Thomato,Thomato:5 LONG:13 BEEF:10 sivad:21 raki:13 curt:21 rupa:5 postmabone:21,Thomato:0 LONG:763 BEEF:660 sivad:191 raki:1796 curt:1318 rupa:1756 postmabone:1868
1753,rupa,LONG:5 raki:7 sivad:4 curt:2,LONG:488 raki:563 sivad:0 curt:1088
1754,curt,rupa:0 Thomato:2 postmabone:1,rupa:321 Thomato:483 postmabone:510
1755,Thomato,BEEF:8 curt:9 postmabone:4 Thomato:3 raki:12,BEEF:742 curt:273 postmabone:696 Thomato:0 raki:335
1756,raki,raki:13 sivad:17 postmabone:2 LONG:10 rupa:18 Thomato:11 curt:1,raki:930 sivad:913 postmabone:803 LONG:2061 rupa:197 Thomato:1423 curt:1617
1757,sivad,LONG:1 raki:2,LONG:139 raki:155
1758,LONG,curt:18 rupa:4 postmabone:3 LONG:18 Thomato:6 BEEF:1 sivad:13,curt:1760 rupa:1109 postmabone:1038 LONG:0 Thomato:3 BEEF:733 sivad:1069
1759,Thomato,postmabone:7 raki:10 sivad:9 Thomato:6 LONG:3,postmabone:453 raki:402 sivad:881 Thomato:1373 LONG:691
1760,BEEF,curt:2 rupa:1 postmabone:9 LONG:2,curt:794 rupa:728 postmabone:303 LONG:524
1761,LONG,BEEF:6 raki:7 rupa:3 LONG:0,BEEF:377 raki:69 rupa:429 LONG:737
1762,Thomato,sivad:2 Thomato:0,sivad:276 Thomato:80
1763,postmabone,curt:9 postmabone:8 rupa:4 Thomato:7 BEEF:5,curt:1069 postmabone:543 rupa:766 Thomato:461 BEEF:957
1764,postmabone,LONG:7 postmabone:1 Thomato:3 rupa:4,LONG:298 postmabone:527 Thomato:603 rupa:104
1765,raki,curt:10 rupa:0 Thomato:21 raki:5 sivad:13 BEEF:1 postmabone:10 LONG:8,curt:0 rupa:1030 Thomato:1281 raki:1380 sivad:1372 BEEF:1463 postmabone:804 LONG:945
1766,rupa,LONG:1 rupa:5 postmabone:4,LONG:532 rupa:537 postmabone:138
1767,LONG,rupa:13 Thomato:10 raki:7 curt:8 BEEF:7 postmabone:18 LONG:0,rupa:351 Thomato:2311 raki:523 curt:1287 BEEF:270 postmabone:1690 LONG:353
1768,BEEF,LONG:3 postmabone:1,LONG:45 postmabone:278
1769,raki,sivad:21 postmabone:5 BEEF:0 LONG:21 Thomato:7 rupa:0 raki:7 curt:11,sivad:1104 postmabone:1568 BEEF:1627 LONG:657 Thomato:1031 rupa:720 raki:0 curt:764
1770,raki,LONG:15 curt:12 raki:2 postmabone:10 Thomato:2 BEEF:11,LONG:632 curt:987 raki:339 postmabone:525 Thomato:1392 BEEF:1088
1771,BEEF,rupa:7 curt:5 raki:15 Thomato:8 sivad:9 BEEF:15,rupa:871 curt:1186 raki:1221 Thomato:552 sivad:530 BEEF:412
1772,rupa,postmabone:2 sivad:7 Thomato:5 LONG:4,postmabone:300 sivad:832 Thomato:0 LONG:272
1773,rupa,LONG:0 rupa:2 curt:8 BEEF:6 Thomato:0 sivad:13,LONG:1193 rupa:675 curt:1377 BEEF:1904 Thomato:0 sivad:404
1774,Thomato,sivad:10 Thomato:0 curt:12 raki:0 LONG:10,sivad:837 Thomato:865 curt:4 raki:1419 LONG:301
1775,rupa,curt:1 sivad:6 rupa:8 Thomato:8 postmabone:3,curt:652 sivad:938 rupa:829 Thomato:778 postmabone:383
1776,BEEF,sivad:2 raki:13 Thomato:0 BEEF:11 LONG:13 postmabone:5 curt:9,sivad:662 raki:1362 Thomato:1211 BEEF:1023 LONG:988 postmabone:1055 curt:1222
1777,LONG,Thomato:6 curt:11 sivad:10 BEEF:15 raki:4 LONG:9,Thomato:323 curt:1600 sivad:557 BEEF:1063 raki:679 LONG:575
1778,Thomato,rupa:4 postmabone:10 sivad:13 curt:9 raki:6 LONG:13,rupa:1331 postmabone:942 sivad:1366 curt:1282 raki:0 LONG:107
1779,postmabone,rupa:0 LONG:2 BEEF:6 Thomato:6,rupa:509 LONG:0 BEEF:952 Thomato:644
1780,rupa,raki:5 sivad:4 BEEF:5 Thomato:14 postmabone:10 rupa:5,raki:557 sivad:292 BEEF:1074 Thomato:734 postmabone:286 rupa:1463
1781,sivad,BEEF:6 LONG:12 raki:5 curt:9 postmabone:8 rupa:3 sivad:4,BEEF:1922 LONG:768 raki:937 curt:0 postmabone:1862 rupa:129 sivad:586
1782,rupa,rupa:0 raki:2,rupa:137 raki:294
1783,rupa,BEEF:1 rupa:2,BEEF:95 rupa:68
1784,Thomato,postmabone:10 curt:10 sivad:7 Thomato:12 LONG:0,postmabone:833 curt:826 sivad:604 Thomato:698 LONG:419
1785,curt,BEEF:3 sivad:7 LONG:0 postmabone:5,BEEF:128 sivad:405 LONG:0 postmabone:325
1786,postmabone,curt:12 sivad:7 postmabone:1 BEEF:7 LONG:12,curt:812 sivad:307 postmabone:573 BEEF:960 LONG:369
1787,Thomato,LONG:14 BEEF:15 postmabone:13 Thomato:12 raki:7 curt:3 sivad:14 rupa:21,LONG:986 BEEF:1292 postmabone:1058 Thomato:0 raki:922 curt:928 sivad:902 rupa:632
1788,raki,postmabone:3 BEEF:2 raki:5,postmabone:502 BEEF:70 raki:92
1789,curt,raki:9 postmabone:6 Thomato:2 LONG:3 sivad:1,raki:1020 postmabone:240 Thomato:0 LONG:495 sivad:135
1790,curt,rupa:2 curt:4 BEEF:6,rupa:117 curt:0 BEEF:234
1791,raki,BEEF:0 curt:15 LONG:2 raki:4 Thomato:7 postmabone:7 sivad:6 rupa:5,BEEF:828 curt:971 LONG:2186 raki:21 Thomato:1528 postmabone:472 sivad:0 rupa:738
1792,BEEF,postmabone:5 BEEF:2 raki:4,postmabone:69 BEEF:348 raki:296
1793,LONG,sivad:18 curt:11 rupa:1 Thomato:18 LONG:4 postmabone:10 BEEF:6,sivad:345 curt:1973 rupa:709 Thomato:2148 LONG:555 postmabone:1262 BEEF:1167
1794,Thomato,raki:1 sivad:1 curt:2,raki:635 sivad:328 curt:266
1795,postmabone,curt:0 LONG:10 raki:16 postmabone:7 rupa:19 BEEF:0 sivad:7 Thomato:11,curt:0 LONG:1241 raki:774 postmabone:1429 rupa:885 BEEF:1554 sivad:703 Thomato:1613
1796,raki,raki:8 BEEF:14 sivad:12 Thomato:17 curt:11 LONG:8 postmabone:0,raki:77 BEEF:126 sivad:338 Thomato:1088 curt:504 LONG:29 postmabone:407
1797,rupa,postmabone:7 rupa:4 Thomato:10 sivad:2 raki:12 curt:1,postmabone:1900 rupa:1106 Thomato:582 sivad:794 raki:1584 curt:1037
1798,Thomato,curt:6 rupa:2 BEEF:1,curt:73 rupa:635 BEEF:29
1799,curt,sivad:5 rupa:2 LONG:9 postmabone:14 Thomato:16 curt:8 BEEF:1 raki:21,sivad:1077 rupa:0 LONG:481 postmabone:1321 Thomato:572 curt:1217 BEEF:1357 raki:870
1800,rupa,Thomato:5 postmabone:5 curt:5 rupa:4 LONG:7,Thomato:999 postmabone:682 curt:1014 rupa:474 LONG:560
1801,postmabone,curt:2 rupa:4 BEEF:0 postmabone:0 sivad:12,curt:175 rupa:488 BEEF:285 postmabone:718 sivad:645
1802,Thomato,postmabone:0 raki:2,postmabone:178 raki:307
1803,sivad,sivad:3 raki:3,sivad:4 raki:40
1804,LONG,curt:9 LONG:0 postmabone:8 sivad:0,curt:400 LONG:934 postmabone:884 sivad:858
1805,rupa,curt:6 sivad:4 BEEF:0,curt:480 sivad:285 BEEF:147
1806,Thomato,raki:10 LONG:13 sivad:15 Thomato:16 BEEF:9 postmabone:8 rupa:3,raki:915 LONG:2028 sivad:355 Thomato:0 BEEF:113 postmabone:333 rupa:546
1807,BEEF,postmabone:1 sivad:3 curt:4,postmabone:398 sivad:154 curt:482
1808,Thomato,sivad:1 BEEF:3,sivad:150 BEEF:257
1809,Thomato,rupa:4 sivad:4 curt:3,rupa:85 sivad:597 curt:293
1810,rupa,BEEF:9 LONG:8 curt:5 sivad:10 Thomato:1,BEEF:0 LONG:0 curt:224 sivad:0 Thomato:0
1811,raki,LONG:0 postmabone:4 sivad:2 curt:8 rupa:9 raki:10 BEEF:10 Thomato:16,LONG:167 postmabone:1660 sivad:1807 curt:1484 rupa:1638 raki:957 BEEF:0 Thomato:1773
1812,postmabone,LONG:0 BEEF:9 raki:4 rupa:6 sivad:1,LONG:891 BEEF:551 raki:851 rupa:342 sivad:520
1813,sivad,sivad:18 raki:16 BEEF:9 curt:12 Thomato:1 rupa:11 postmabone:11,sivad:846 raki:171 BEEF:0 curt:0 Thomato:258 rupa:178 postmabone:1055
1814,sivad,sivad:7 LONG:10 curt:10 Thomato:15 postmabone:19 raki:4 BEEF:9 rupa:9,sivad:2096 LONG:2259 curt:1280 Thomato:529 postmabone:728 raki:2143 BEEF:879 rupa:0
1815,rupa,Thomato:13 sivad:11 rupa:21 postmabone:8 curt:2 raki:1 LONG:19 BEEF:0,Thomato:1538 sivad:1547 rupa:1275 postmabone:1171 curt:384 raki:2045 LONG:1877 BEEF:951
1816,BEEF,BEEF:2 postmabone:18 raki:4 Thomato:0 curt:8 LONG:5 sivad:15,BEEF:442 postmabone:782 raki:1769 Thomato:216 curt:1272 LONG:0 sivad:845
1817,postmabone,LONG:4 raki:0 Thomato:7 postmabone:6 rupa:5,LONG:768 raki:444 Thomato:1186 postmabone:1287 rupa:902
1818,postmabone,raki:2 BEEF:7 postmabone:0 sivad:9,raki:42 BEEF:519 postmabone:341 sivad:525
1819,curt,Thomato:9 sivad:6 raki:4 LONG:4,Thomato:665 sivad:588 raki:306 LONG:427
1820,rupa,raki:3 postmabone:0 curt:11 rupa:8 Thomato:5 LONG:15 BEEF:5,raki:938 postmabone:745 curt:861 rupa:1924 Thomato:0 LONG:1687 BEEF:862
1821,Thomato,Thomato:10 postmabone:5 sivad:2 raki:8 curt:0,Thomato:605 postmabone:1097 sivad:200 raki:1154 curt:485
1822,LONG,postmabone:7 rupa:3 LONG:6 raki:7 sivad:8 curt:13,postmabone:0 rupa:1273 LONG:1446 raki:823 sivad:364 curt:1390
1823,Thomato,raki:2 curt:2,raki:62 curt:216
1824,sivad,raki:1 LONG:4 postmabone:9 rupa:4,raki:872 LONG:949 postmabone:133 rupa:146
1825,curt,raki:4 curt:3 LONG:3 sivad:1 postmabone:12,raki:639 curt:114 LONG:344 sivad:576 postmabone:0
1826,rupa,curt:2 Thomato:2,curt:155 Thomato:264
1827,curt,LONG:11 raki:2 postmabone:0 curt:0 Thomato:5,LONG:1032 raki:365 postmabone:809 curt:0 Thomato:530
1828,raki,LONG:1 sivad:4 curt:3,LONG:364 sivad:464 curt:0
1829,curt,BEEF:0 LONG:2,BEEF:114 LONG:209
1830,sivad,LONG:8 postmabone:1 Thomato:9 sivad:6,LONG:754 postmabone:335 Thomato:180 sivad:457
1831,rupa,sivad:2 raki:2,sivad:123 raki:63
1832,curt,raki:15 BEEF:7 LONG:13 postmabone:7 Thomato:16 curt:18 rupa:11,raki:1309 BEEF:1274 LONG:705 postmabone:1083 Thomato:1340 curt:167 rupa:150
1833,rupa,postmabone:5 LONG:12 raki:5 BEEF:11 rupa:2 sivad:7 Thomato:3,postmabone:1620 LONG:413 raki:1191 BEEF:746 rupa:744 sivad:631 Thomato:1373
1834,rupa,BEEF:2 Thomato:3,BEEF:164 Thomato:96
1835,BEEF,rupa:7 raki:15 postmabone:15 BEEF:15 Thomato:5 curt:12,rupa:1188 raki:616 postmabone:661 BEEF:237 Thomato:502 curt:1204
1836,postmabone,BEEF:17 rupa:6 Thomato:8 LONG:14 postmabone:9 raki:6 curt:2 sivad:10,BEEF:1536 rupa:553 Thomato:757 LONG:1980 postmabone:700 raki:2423 curt:1076 sivad:759
1837,postmabone,sivad:3 LONG:3 curt:4,sivad:282 LONG:232 curt:54
1838,curt,postmabone:9 raki:6 sivad:7 rupa:2 BEEF:4,postmabone:722 raki:287 sivad:1037 rupa:686 BEEF:137
1839,rupa,rupa:8 sivad:0 Thomato:5 raki:0 LONG:4,rupa:758 sivad:73 Thomato:1066 raki:663 LONG:0
1840,rupa,LONG:8 BEEF:4 postmabone:7 rupa:3 raki:1 curt:0,LONG:866 BEEF:606 postmabone:640 rupa:75 raki:1276 curt:299
1841,postmabone,BEEF:7 raki:9 rupa:10 sivad:2 Thomato:0 LONG:11 curt:10 postmabone:5,BEEF:782 raki:0 rupa:872 sivad:764 Thomato:0 LONG:93 curt:1255 postmabone:416
1842,raki,sivad:6 raki:5 BEEF:4,sivad:0 raki:253 BEEF:619
1843,rupa,Thomato:10 curt:11 BEEF:7 rupa:14 sivad:18 raki:14 postmabone:2,Thomato:693 curt:950 BEEF:1528 rupa:965 sivad:1952 raki:271 postmabone:186
1844,curt,raki:6 Thomato:4 LONG:4,raki:449 Thomato:568 LONG:385
1845,LONG,sivad:2 BEEF:4 LONG:2,sivad:375 BEEF:510 LONG:320
1846,BEEF,postmabone:9 raki:5 sivad:2 curt:15 BEEF:16 Thomato:0 rupa:14 LONG:6,postmabone:0 raki:982 sivad:2543 curt:1003 BEEF:1518 Thomato:570 rupa:2782 LONG:377
1847,rupa,postmabone:12 BEEF:8 LONG:9 sivad:6 curt:12,postmabone:822 BEEF:179 LONG:454 sivad:758 curt:1056
1848,LONG,sivad:0 raki:5 LONG:6 curt:9 rupa:13 postmabone:2,sivad:928 raki:230 LONG:1300 curt:570 rupa:1583 postmabone:1737
1849,rupa,BEEF:4 sivad:5 curt:2,BEEF:550 sivad:463 curt:155
1850,rupa,raki:5 LONG:1 sivad:5,raki:466 LONG:268 sivad:307
1851,sivad,postmabone:2 BEEF:4 sivad:0,postmabone:305 BEEF:208 sivad:436
1852,raki,raki:2 sivad:5 LONG:0 Thomato:6 curt:9 postmabone:1 rupa:5,raki:1277 sivad:1721 LONG:1047 Thomato:0 curt:1306 postmabone:997 rupa:831
1853,BEEF,raki:4 sivad:2 rupa:6 postmabone:7,raki:154 sivad:587 rupa:820 postmabone:160
1854,BEEF,BEEF:2 postmabone:5 raki:3,BEEF:153 postmabone:158 raki:144
1855,LONG,Thomato:15 BEEF:14 postmabone:9 rupa:8 sivad:9 curt:12 raki:5,Thomato:365 BEEF:1138 postmabone:631 rupa:0 sivad:176 curt:603 raki:511
1856,Thomato,rupa:21 BEEF:7 Thomato:0 raki:21 sivad:16 LONG:7 curt:11 postmabone:5,rupa:1263 BEEF:1061 Thomato:897 raki:1022 sivad:2250 LONG:529 curt:1060 postmabone:1633
1857,Thomato,raki:0 sivad:4 postmabone:3 BEEF:9,raki:237 sivad:543 postmabone:0 BEEF:714
1858,raki,raki:12 postmabone:14 rupa:19 sivad:11 LONG:5 curt:12 Thomato:0 BEEF:21,raki:704 postmabone:1594 rupa:2190 sivad:1231 LONG:167 curt:1084 Thomato:1424 BEEF:507
1859,raki,raki:5 rupa:3 sivad:12 curt:1 Thomato:6,raki:0 rupa:1156 sivad:345 curt:998 Thomato:1025
1860,BEEF,BEEF:6 LONG:3 rupa:2,BEEF:162 LONG:114 rupa:656
1861,sivad,postmabone:3 raki:9 rupa:5 sivad:8 BEEF:13 LONG:13 curt:0 Thomato:13,postmabone:2531 raki:1889 rupa:1245 sivad:870 BEEF:732 LONG:2009 curt:282 Thomato:787
1862,LONG,postmabone:5 sivad:2 rupa:6 raki:5,postmabone:150 sivad:720 rupa:743 raki:861
1863,postmabone,postmabone:2 curt:2,postmabone:88 curt:277
1864,raki,curt:1 rupa:3 BEEF:4 sivad:10 LONG:10,curt:558 rupa:609 BEEF:415 sivad:1380 LONG:737
1865,postmabone,LONG:13 rupa:10 postmabone:12 BEEF:0 curt:3 sivad:10,LONG:976 rupa:928 postmabone:127 BEEF:1774 curt:47 sivad:959
1866,curt,LONG:6 rupa:5 sivad:0 curt:13 raki:11 postmabone:12,LONG:721 rupa:1095 sivad:1637 curt:983 raki:403 postmabone:920
1867,curt,LONG:12 sivad:15 rupa:11 BEEF:10 Thomato:13 postmabone:7 curt:12,LONG:197 sivad:0 rupa:1309 BEEF:1977 Thomato:1291 postmabone:1794 curt:1510
1868,raki,LONG:2 curt:10 rupa:6 BEEF:0 sivad:3,LONG:0 curt:412 rupa:300 BEEF:160 sivad:374
1869,Thomato,raki:4 sivad:4 LONG:1,raki:69 sivad:484 LONG:202
1870,sivad,postmabone:1 BEEF:2,postmabone:0 BEEF:312
1871,LONG,curt:13 raki:15 BEEF:10 postmabone:14 LONG:14 rupa:6 sivad:11,curt:784 raki:1318 BEEF:631 postmabone:856 LONG:0 rupa:605 sivad:557
1872,Thomato,LONG:2 raki:5 rupa:8 BEEF:2 postmabone:0,LONG:1257 raki:567 rupa:1176 BEEF:668 postmabone:560
1873,postmabone,curt:1 sivad:1,curt:48 sivad:53
1874,BEEF,Thomato:0 LONG:0 sivad:0 BEEF:5 curt:2,Thomato:445 LONG:695 sivad:930 BEEF:367 curt:1517
1875,LONG,BEEF:10 curt:9 rupa:0 raki:0 LONG:3 postmabone:10,BEEF:753 curt:593 rupa:0 raki:32 LONG:436 postmabone:1308
1876,sivad,raki:3 Thomato:2 sivad:1,raki:157 Thomato:502 sivad:0
1877,LONG,rupa:4 Thomato:5 sivad:0,rupa:149 Thomato:384 sivad:0
1878,Thomato,Thomato:10 postmabone:2 sivad:12 BEEF:11 curt:8,Thomato:478 postmabone:524 sivad:625 BEEF:673 curt:326
1879,curt,postmabone:3 Thomato:0 LONG:2,postmabone:615 Thomato:469 LONG:183
1880,sivad,sivad:1 curt:2,sivad:405 curt:310
1881,curt,BEEF:4 curt:0 rupa:1 Thomato:1,BEEF:722 curt:271 rupa:456 Thomato:541
1882,BEEF,LONG:2 BEEF:6 sivad:7 curt:9,LONG:390 BEEF:376 sivad:1106 curt:255
1883,rupa,postmabone:2 LONG:9 Thomato:3 sivad:6,postmabone:0 LONG:482 Thomato:987 sivad:681
1884,raki,Thomato:4 LONG:0 sivad:0,Thomato:515 LONG:290 sivad:418
1885,rupa,postmabone:21 rupa:7 raki:3 sivad:18 Thomato:17 BEEF:9 LONG:21 curt:0,postmabone:1756 rupa:203 raki:33 sivad:1236 Thomato:431 BEEF:1208 LONG:1013 curt:149
1886,rupa,curt:11 BEEF:15 rupa:6 sivad:2 Thomato:0 LONG:9,curt:452 BEEF:941 rupa:511 sivad:1530 Thomato:1286 LONG:862
1887,sivad,LONG:1 rupa:6 raki:1,LONG:156 rupa:513 raki:0
1888,Thomato,raki:4 postmabone:1 Thomato:6,raki:523 postmabone:419 Thomato:0
1889,BEEF,BEEF:10 postmabone:20 rupa:4 Thomato:7 LONG:11 sivad:21 raki:7 curt:8,BEEF:645 postmabone:2159 rupa:1676 Thomato:1952 LONG:254 sivad:1237 raki:852 curt:1811
1890,curt,Thomato:8 postmabone:0 BEEF:3 rupa:4 LONG:12,Thomato:602 postmabone:1059 BEEF:541 rupa:0 LONG:451
1891,curt,raki:21 LONG:5 rupa:14 Thomato:7 curt:14 BEEF:13 postmabone:6 sivad:13,raki:535 LONG:589 rupa:890 Thomato:2815 curt:1514 BEEF:1551 postmabone:299 sivad:1982
1892,curt,rupa:2 curt:0,rupa:153 curt:291
